,game_name,ratio_played,user
54,Half-Life 2,0.00296168612395,0
55,Sam & Max 305: The City that Dares not Sleep,0.0029146752331,0
56,Antichamber,0.00289900493614,0
57,Max Payne 3,0.00274230196662,0
58,Guacamelee! Gold Edition,0.00269529107577,0
59,Trine,0.00263260988796,0
60,Splice,0.00256992870015,0
61,Yooka-Laylee,0.0025542584032,0
62,Dead Space 2,0.00253858810624,0
63,Town of Salem,0.00242889602758,0
64,Crysis,0.00228786335501,0
65,Spelunky,0.00228786335501,0
66,The Evil Within,0.00225652276111,0
67,Hitman: Absolution,0.00224085246415,0
68,Vessel,0.00220951187025,0
69,Hexcells Plus,0.0021938415733,0
70,Hexcells Infinite,0.0021938415733,0
71,The Witness,0.00206847919768,0
72,Awesomenauts,0.00206847919768,0
73,Battlefield: Bad Company 2,0.00202146830682,0
74,Hitman 2: Silent Assassin,0.00200579800987,0
75,Puzzle Agent,0.00200579800987,0
76,Peggle Deluxe,0.00200579800987,0
77,Ultimate Chicken Horse,0.00195878711902,0
78,The Walking Dead,0.00194311682206,0
79,Transistor,0.00192744652511,0
80,Gravity Cat,0.00192744652511,0
81,Amnesia: The Dark Descent,0.00191177622816,0
82,Hade,0.00191177622816,0
83,Zup! 3,0.00189610593121,0
84,No Time To Explain Remastered,0.00189610593121,0
85,Two Digits,0.00188043563426,0
86,Zup!,0.0018647653373,0
87,Fist Puncher,0.0018647653373,0
88,Magic 2015,0.00184909504035,0
89,Neon Prism,0.0018334247434,0
90,Cave Story+,0.00181775444645,0
91,Potatoman Seeks the Troof,0.00181775444645,0
92,Volgarr the Viking,0.00180208414949,0
93,Orbital Gear,0.00180208414949,0
94,Risk of Rain,0.00180208414949,0
95,MouseCraft,0.00180208414949,0
96,Game of Thrones - A Telltale Games Series,0.00178641385254,0
97,Rock of Ages,0.00178641385254,0
98,MirrorMoon EP,0.00178641385254,0
99,Cuphead,0.00166105147693,0
100,METAL GEAR RISING: REVENGEANCE,0.00159837028912,0
101,Hotline Miami,0.00159837028912,0
102,Metro 2033,0.00156702969521,0
103,Tales from the Borderlands,0.00155135939826,0
104,BattleBlock Theater,0.00153568910131,0
105,Little Inferno,0.00153568910131,0
106,Orcs Must Die!,0.0015043485074,0
107,Angvik,0.0015043485074,0
108,Overcooked,0.0015043485074,0
109,Tomb Raider,0.00148867821045,0
110,Titan Souls,0.0014730079135,0
111,Beat Hazard,0.00145733761655,0
112,Element4l,0.00142599702264,0
113,Far Cry\u00ae 3,0.00142599702264,0
114,Undertale,0.00142599702264,0
115,LYNE,0.00141032672569,0
116,SpeedRunners,0.00141032672569,0
117,The Basement Collection,0.00141032672569,0
118,Shank,0.00137898613179,0
119,YOU DON'T KNOW JACK Vol. 3,0.00137898613179,0
120,Puddle,0.00137898613179,0
121,Keep Talking and Nobody Explodes,0.00137898613179,0
122,Portal,0.00134764553788,0
123,Sam & Max 301: The Penal Zone,0.00131630494398,0
124,Escape Rosecliff Island,0.00131630494398,0
125,SquareCells,0.00131630494398,0
126,Thief Gold,0.00126929405312,0
127,Alan Wake's American Nightmare,0.00125362375617,0
128,Singularity,0.00119094256836,0
129,Leap of Fate,0.00117527227141,0
130,Recettear: An Item Shop's Tale,0.00117527227141,0
131,Lovers in a Dangerous Spacetime,0.00117527227141,0
132,Human Resource Machine,0.00115960197446,0
133,Pivvot,0.0011125910836,0
134,Furi,0.00109692078665,0
135,Outland,0.00106558019274,0
136,Regency Solitaire,0.00104990989579,0
137,The Showdown Effect,0.00104990989579,0
138,Thomas Was Alone,0.00104990989579,0
139,Ori and the Blind Forest,0.00101856930189,0
140,Fractal: Make Blooms Not War,0.00100289900494,0
141,Apotheon,0.000987228707984,0
142,Wolfenstein: The New Order,0.000987228707984,0
143,Girls Like Robots,0.000987228707984,0
144,Far Cry\u00ae 3 Blood Dragon,0.00095588811408,0
145,Hyper Light Drifter,0.000940217817128,0
146,Call of Juarez Gunslinger,0.000940217817128,0
147,Savant - Ascent,0.000924547520176,0
148,Hero Academy,0.000924547520176,0
149,Back to the Future: Ep 1 - It's About Time,0.000908877223223,0
150,Wizard of Legend,0.000908877223223,0
151,Don't Starve,0.000893206926271,0
152,Stealth Bastard Deluxe,0.000893206926271,0
153,Stories: The Path of Destinies,0.000877536629319,0
154,KAMI,0.000877536629319,0
155,Bionic Commando,0.000877536629319,0
156,Iron Fisticle,0.000877536629319,0
157,The Turing Test,0.000861866332367,0
158,Puzzle Agent 2,0.000861866332367,0
159,Dungeon Defenders,0.000861866332367,0
160,Hammerwatch,0.000846196035415,0
161,Scribblenauts Unlimited,0.000830525738463,0
162,Sam & Max 302: The Tomb of Sammun-Mak,0.000814855441511,0
163,SteamWorld Dig,0.000814855441511,0
164,Ryse: Son of Rome,0.000783514847606,0
165,Volume,0.000783514847606,0
166,Glass Masquerade,0.000767844550654,0
167,Back to the Future: Ep 2 - Get Tannen!,0.000767844550654,0
168,Frozen Synapse,0.000767844550654,0
169,Thief Town,0.000767844550654,0
170,"10,000,000",0.000752174253702,0
171,Killing Floor,0.000752174253702,0
172,Pictopix,0.00073650395675,0
173,Papo & Yo,0.00073650395675,0
174,Audiosurf,0.000689493065894,0
175,Castlevania: Lords of Shadow \u2013 Mirror of Fate HD,0.000689493065894,0
176,VVVVVV,0.000673822768941,0
177,The Swapper,0.000658152471989,0
178,Brothers - A Tale of Two Sons,0.000642482175037,0
179,The Misadventures of P.B. Winterbottom,0.000642482175037,0
180,Black Mesa,0.000642482175037,0
181,Peggle Nights,0.000611141581133,0
182,Zuma's Revenge,0.000595471284181,0
183,Hexcells,0.000595471284181,0
184,Screencheat,0.000595471284181,0
185,You Must Build A Boat,0.000595471284181,0
186,Pixel Heroes: Byte & Magic,0.000595471284181,0
187,Cloudbuilt,0.000595471284181,0
188,Pix the Cat,0.000579800987229,0
189,Eets,0.000579800987229,0
190,The Jackbox Party Pack 3,0.000579800987229,0
191,Magicka,0.000564130690277,0
192,Monaco,0.000564130690277,0
193,Circuits,0.000564130690277,0
194,Velocity\u00aeUltra,0.000548460393324,0
195,A Story About My Uncle,0.000548460393324,0
196,Ittle Dew,0.000548460393324,0
197,Jack Lumber,0.000532790096372,0
198,Polarity,0.000532790096372,0
199,DeadCore,0.000532790096372,0
200,Adventures of Shuggy,0.000532790096372,0
201,How to Survive,0.000532790096372,0
202,Lethal League,0.00051711979942,0
203,Jotun: Valhalla Edition,0.00051711979942,0
204,Micron,0.000501449502468,0
205,NightSky,0.000501449502468,0
206,Prison Architect,0.000501449502468,0
207,Mr Shifty,0.000501449502468,0
208,RYB,0.000485779205516,0
209,Teslagrad,0.000470108908564,0
210,Crawl,0.000470108908564,0
211,Geometry Dash,0.000470108908564,0
212,F.E.A.R.,0.000470108908564,0
213,Wings of Vi,0.000454438611612,0
214,Race The Sun,0.000454438611612,0
215,Stacking,0.000454438611612,0
216,The Cave,0.000454438611612,0
217,We Were Here Too,0.000454438611612,0
218,Alien Swarm,0.00043876831466,0
219,Doki Doki Literature Club,0.000423098017707,0
220,Superbrothers: Sword & Sworcery EP,0.000423098017707,0
221,Mini Ghost,0.000423098017707,0
222,Super Puzzle Platformer Deluxe,0.000423098017707,0
223,DEADBOLT,0.000407427720755,0
224,The Silent Age,0.000407427720755,0
225,Toki Tori,0.000391757423803,0
226,6180 the moon,0.000391757423803,0
227,Nihilumbra,0.000391757423803,0
228,Never Alone (Kisima Ingitchuna),0.000376087126851,0
229,Holopoint,0.000376087126851,0
230,Rivals of Aether,0.000376087126851,0
231,Zoombinis,0.000360416829899,0
232,Jazzpunk: Director's Cut,0.000360416829899,0
233,Intrusion 2,0.000360416829899,0
234,Doors,0.000360416829899,0
235,Crypt of the NecroDancer,0.000344746532947,0
236,Pony Island,0.000344746532947,0
237,Run or Die,0.000344746532947,0
238,Duck Season,0.000329076235995,0
239,"7 Grand Steps, Step 1: What Ancients Begat",0.000329076235995,0
240,They Bleed Pixels,0.000329076235995,0
241,Drunken Robot Pornography,0.000313405939043,0
242,Hitman: Sniper Challenge,0.000313405939043,0
243,Megabyte Punch,0.000313405939043,0
244,Assault Android Cactus,0.000313405939043,0
245,The Room Two,0.000313405939043,0
246,American Psycho,0.000313405939043,0
247,Ironcast,0.00029773564209,0
248,Chronicle: RuneScape Legends,0.00029773564209,0
249,The Room,0.00029773564209,0
250,Asura: Vengeance Expansion,0.00029773564209,0
251,Beatbuddy: Tale of the Guardians,0.00029773564209,0
252,Castle In The Darkness,0.000282065345138,0
253,ORCS,0.000282065345138,0
254,Reus,0.000282065345138,0
255,Electronic Super Joy,0.000282065345138,0
256,INK,0.000282065345138,0
257,Momodora III,0.000266395048186,0
258,Castle Crashers,0.000266395048186,0
259,Closure,0.000266395048186,0
260,Bejeweled 3,0.000266395048186,0
261,Bleed,0.000266395048186,0
262,The Night of the Rabbit,0.000266395048186,0
263,LUMBERMANCER,0.000250724751234,0
264,SOMA,0.000250724751234,0
265,We Were Here,0.000250724751234,0
266,Expand,0.000250724751234,0
267,Mirror's Edge,0.000250724751234,0
268,The Fall,0.000235054454282,0
269,Gunpoint,0.000235054454282,0
270,Divide by Sheep,0.000235054454282,0
271,World of Goo,0.000235054454282,0
272,Feeding Frenzy 2: Shipwreck Showdown Deluxe,0.00021938415733,0
273,Oh...Sir! The Insult Simulator,0.00021938415733,0
274,Unbox,0.00021938415733,0
275,Zenge,0.00021938415733,0
276,"Papers, Please",0.00021938415733,0
277,The Beginner's Guide,0.00021938415733,0
278,Redeemer,0.00021938415733,0
279,The Lab,0.00021938415733,0
280,Quell Memento,0.00021938415733,0
281,Grim Fandango Remastered,0.00021938415733,0
282,FLY'N,0.000203713860378,0
283,WayOut,0.000203713860378,0
284,RUSH,0.000203713860378,0
285,Feist,0.000203713860378,0
286,Circa Infinity,0.000203713860378,0
287,LOVE,0.000203713860378,0
288,The Bridge,0.000203713860378,0
289,MINDNIGHT,0.000188043563426,0
290,TowerFall Ascension,0.000188043563426,0
291,Magnetic By Nature,0.000188043563426,0
292,Sokobond,0.000188043563426,0
293,Joe Danger 2: The Movie,0.000188043563426,0
294,Dustforce,0.000188043563426,0
295,Tenrow,0.000188043563426,0
296,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,0.000172373266473,0
297,NiGHTS into Dreams...,0.000172373266473,0
298,Coin Crypt,0.000172373266473,0
299,Samurai Gunn,0.000172373266473,0
300,Trine 2,0.000172373266473,0
301,"I, Zombie",0.000172373266473,0
302,LIMBO,0.000172373266473,0
303,Impossible Quest,0.000172373266473,0
304,Path of Exile,0.000172373266473,0
305,Teleglitch: Die More Edition,0.000156702969521,0
306,Gauntlet\u2122 ,0.000156702969521,0
307,Black & White Bushido,0.000156702969521,0
308,BookWorm Deluxe,0.000156702969521,0
309,Bomb Squad Academy,0.000156702969521,0
310,Hook,0.000156702969521,0
311,klocki,0.000156702969521,0
312,Aperture Tag: The Paint Gun Testing Initiative,0.000141032672569,0
313,Airscape: The Fall of Gravity,0.000141032672569,0
314,140,0.000141032672569,0
315,Jamestown,0.000141032672569,0
316,Hacknet,0.000125362375617,0
317,The Witcher: Enhanced Edition,0.000125362375617,0
318,FEZ,0.000125362375617,0
319,ABZ\u00db,0.000125362375617,0
320,The Witcher Adventure Game,0.000125362375617,0
321,SEUM: Speedrunners from Hell,0.000125362375617,0
322,Jet Set Radio,0.000125362375617,0
323,Don't Shoot Yourself!,0.000109692078665,0
324,Space Farmers,0.000109692078665,0
325,KNIGHTS,0.000109692078665,0
326,Access Denied,0.000109692078665,0
327,Roogoo,0.000109692078665,0
328,Life is Strange\u2122,0.000109692078665,0
329,OlliOlli,0.000109692078665,0
330,Refunct,0.000109692078665,0
331,Flat Kingdom Paper's Cut Edition,0.000109692078665,0
332,Zup! 4,0.000109692078665,0
333,Botanicula,0.000109692078665,0
334,OneShot,0.000109692078665,0
335,Dynamite Jack,0.000109692078665,0
336,Grow Home,0.000109692078665,0
337,Axiom Verge,0.000109692078665,0
338,Heavy Bullets,9.40217817128e-05,0
339,Super Time Force Ultra,9.40217817128e-05,0
340,Accounting,9.40217817128e-05,0
341,Headlander,9.40217817128e-05,0
342,Chivalry: Medieval Warfare,9.40217817128e-05,0
343,Picross Touch,9.40217817128e-05,0
344,Don't Knock Twice,9.40217817128e-05,0
345,Hitman GO: Definitive Edition,9.40217817128e-05,0
346,Aquaria,9.40217817128e-05,0
347,Salt and Sanctuary,9.40217817128e-05,0
348,Thief: Deadly Shadows,9.40217817128e-05,0
349,Foul Play,9.40217817128e-05,0
350,Master Spy,9.40217817128e-05,0
351,YOU DON'T KNOW JACK MOVIES,9.40217817128e-05,0
352,Hue,9.40217817128e-05,0
353,Haydee,7.83514847606e-05,0
354,Organ Trail: Director's Cut,7.83514847606e-05,0
355,Super Blue Boy Planet,7.83514847606e-05,0
356,Infinifactory,7.83514847606e-05,0
357,404Sight,7.83514847606e-05,0
358,Momodora: Reverie Under the Moonlight,7.83514847606e-05,0
359,Duelyst,7.83514847606e-05,0
360,PAYDAY 2,7.83514847606e-05,0
361,Br\u00fctal Legend,7.83514847606e-05,0
362,The Gallery - Episode 1: Call of the Starseed,7.83514847606e-05,0
363,Pid ,7.83514847606e-05,0
364,Aragami,7.83514847606e-05,0
365,Mega Man Legacy Collection,7.83514847606e-05,0
366,TRI: Of Friendship and Madness,7.83514847606e-05,0
367,Art Of Gravity,6.26811878085e-05,0
368,Tiny and Big: Grandpa's Leftovers,6.26811878085e-05,0
369,Triple Town,6.26811878085e-05,0
370,Odallus: The Dark Call,6.26811878085e-05,0
371,Tic-Toc-Tower,6.26811878085e-05,0
372,Rock of Ages 2,6.26811878085e-05,0
373,Ichi,6.26811878085e-05,0
374,Crayon Physics Deluxe,6.26811878085e-05,0
375,Zup! 2,6.26811878085e-05,0
376,Dungeon Souls,6.26811878085e-05,0
377,YOU DON'T KNOW JACK Vol. 2,6.26811878085e-05,0
378,LISA,6.26811878085e-05,0
379,Westerado: Double Barreled,6.26811878085e-05,0
380,Relic Hunters Zero,6.26811878085e-05,0
381,The Flame in the Flood,6.26811878085e-05,0
382,Brawlhalla,6.26811878085e-05,0
383,Red Trigger,6.26811878085e-05,0
384,Portal Stories: VR,6.26811878085e-05,0
385,Nex Machina,6.26811878085e-05,0
386,Necrosphere,6.26811878085e-05,0
387,Sam & Max 304: Beyond the Alley of the Dolls,6.26811878085e-05,0
388,Kombine,6.26811878085e-05,0
389,Max: The Curse of Brotherhood,6.26811878085e-05,0
390,OLDTV,6.26811878085e-05,0
391,Torchlight II,6.26811878085e-05,0
392,Skullgirls,4.70108908564e-05,0
393,EDGE,4.70108908564e-05,0
394,Giana Sisters: Twisted Dreams,4.70108908564e-05,0
395,Woah Dave!,4.70108908564e-05,0
396,Relik,4.70108908564e-05,0
397,Sam & Max 303: They Stole Max's Brain!,4.70108908564e-05,0
398,Divekick,4.70108908564e-05,0
399,Electronic Super Joy: Groove City,4.70108908564e-05,0
400,\ud83d\udd34 Circles,4.70108908564e-05,0
401,Wand Wars,4.70108908564e-05,0
402,The End Is Nigh,4.70108908564e-05,0
403,Monolith,4.70108908564e-05,0
404,Abyss Odyssey,4.70108908564e-05,0
405,Tricky Towers,4.70108908564e-05,0
406,INSIDE,4.70108908564e-05,0
407,oO,4.70108908564e-05,0
408,Adventures of Pip,4.70108908564e-05,0
409,Audioshield,4.70108908564e-05,0
410,GoNNER,4.70108908564e-05,0
411,Parcel,4.70108908564e-05,0
412,Ninja Pizza Girl,4.70108908564e-05,0
413,TIS-100,4.70108908564e-05,0
414,Waltz of the Wizard,4.70108908564e-05,0
415,Geometry Wars 3: Dimensions Evolved,4.70108908564e-05,0
416,Duck Game,4.70108908564e-05,0
417,Velocibox,4.70108908564e-05,0
418,JumpJet Rex,4.70108908564e-05,0
419,Pinstripe,4.70108908564e-05,0
420,Tower of Guns,4.70108908564e-05,0
421,Dear Esther,4.70108908564e-05,0
422,Spaera,4.70108908564e-05,0
423,Super Splatters,4.70108908564e-05,0
424,Shatter,4.70108908564e-05,0
425,Rampage Knights,4.70108908564e-05,0
426,The Witcher 3: Wild Hunt,4.70108908564e-05,0
427,Linelight,4.70108908564e-05,0
428,Shadow Complex Remastered,4.70108908564e-05,0
429,Capsized,4.70108908564e-05,0
430,ChromaGun,3.13405939043e-05,0
431,Tiny Brains,3.13405939043e-05,0
432,Slayaway Camp,3.13405939043e-05,0
433,Creepy Castle,3.13405939043e-05,0
434,Plug & Play,3.13405939043e-05,0
435,Q.U.B.E.,3.13405939043e-05,0
436,Bloody Trapland,3.13405939043e-05,0
437,1001 Spikes,3.13405939043e-05,0
438,Redout: Enhanced Edition,3.13405939043e-05,0
439,Surgeon Simulator,3.13405939043e-05,0
440,SpaceChem,3.13405939043e-05,0
441,Find You,3.13405939043e-05,0
442,Grapple,3.13405939043e-05,0
443,RunGunJumpGun,3.13405939043e-05,0
444,Half-Life 2: Deathmatch,3.13405939043e-05,0
445,Shantae: Risky's Revenge - Director's Cut,3.13405939043e-05,0
446,Cube & Star: An Arbitrary Love,3.13405939043e-05,0
447,Mortal Kombat Kollection,3.13405939043e-05,0
448,Particulars,3.13405939043e-05,0
449,Space Pirate Trainer,3.13405939043e-05,0
450,Iron Crypticle,3.13405939043e-05,0
451,Klang,3.13405939043e-05,0
452,64.0,3.13405939043e-05,0
453,The Howler,3.13405939043e-05,0
454,Cubetractor,3.13405939043e-05,0
455,Road Not Taken,3.13405939043e-05,0
456,QbQbQb,3.13405939043e-05,0
457,Star Realms,3.13405939043e-05,0
458,Superflight,3.13405939043e-05,0
459,LineWay,3.13405939043e-05,0
460,Sigils of Elohim,3.13405939043e-05,0
461,Move or Die,3.13405939043e-05,0
462,Cosmic DJ,3.13405939043e-05,0
463,Owlboy,3.13405939043e-05,0
464,Type:Rider,3.13405939043e-05,0
465,Nuclear Throne,3.13405939043e-05,0
466,Hidden Folks,3.13405939043e-05,0
467,Sudoku Universe,3.13405939043e-05,0
468,Google Earth VR,3.13405939043e-05,0
469,BADLAND: Game of the Year Edition,3.13405939043e-05,0
470,Spell Fighter VR,3.13405939043e-05,0
471,Nevrosa: Prelude,3.13405939043e-05,0
472,PUSH,3.13405939043e-05,0
473,ibb & obb,3.13405939043e-05,0
474,Toki Tori 2+,3.13405939043e-05,0
475,Moirai,3.13405939043e-05,0
476,Snake Pass,3.13405939043e-05,0
477,Ghost 1.0,3.13405939043e-05,0
478,David.,3.13405939043e-05,0
479,English Country Tune,3.13405939043e-05,0
480,Rec Room,3.13405939043e-05,0
481,A Bastard's Tale,3.13405939043e-05,0
482,Straimium Immortaly,1.56702969521e-05,0
483,Mushroom 11,1.56702969521e-05,0
484,Engare,1.56702969521e-05,0
485,Deadly Hunter VR,1.56702969521e-05,0
486,PEG,1.56702969521e-05,0
487,The Solus Project,1.56702969521e-05,0
488,Hotline Miami 2: Wrong Number,1.56702969521e-05,0
489,A Virus Named TOM,1.56702969521e-05,0
490,Lines Free by Nestor Yavorskyy,1.56702969521e-05,0
491,hocus,1.56702969521e-05,0
492,Oil Rush,1.56702969521e-05,0
493,qop,1.56702969521e-05,0
494,Mitsurugi Kamui Hikae,1.56702969521e-05,0
495,The Cubicle.,1.56702969521e-05,0
496,Lara Croft GO,1.56702969521e-05,0
497,Stikbold!,1.56702969521e-05,0
498,PAC-MAN Championship Edition DX+,1.56702969521e-05,0
499,Unium,1.56702969521e-05,0
500,Audiosurf 2,1.56702969521e-05,0
501,NeuroVoider,1.56702969521e-05,0
502,Red Faction: Armageddon,1.56702969521e-05,0
503,The Bug Butcher,1.56702969521e-05,0
504,Knytt Underground,1.56702969521e-05,0
505,Downwell,1.56702969521e-05,0
506,The Floor is Jelly,1.56702969521e-05,0
507,Team Fortress 2,0.643256885768,1
508,Terraria,0.0575002743334,1
509,Half-Life 2,0.0228245363766,1
510,Dishonored,0.021507736201,1
511,Sid Meier's Civilization V,0.0175573356743,1
512,Left 4 Dead 2,0.015362668715,1
513,Alien Swarm,0.0142653352354,1
514,The Elder Scrolls IV: Oblivion ,0.0120706682761,1
515,Far Cry 2,0.0118512015802,1
516,Portal 2,0.0098760013168,1
517,Sid Meier's Civilization VI,0.00855920114123,1
518,Left 4 Dead,0.0083397344453,1
519,Cities: Skylines,0.00702293426972,1
520,Stardew Valley,0.00702293426972,1
521,Half-Life 2: Episode Two,0.00658400087787,1
522,Unreal Tournament 3: Black Edition,0.00636453418194,1
523,BioShock 2,0.00614506748601,1
524,Just Cause 2,0.00592560079008,1
525,Killing Floor,0.00548666739822,1
526,The Elder Scrolls V: Skyrim,0.00548666739822,1
527,Assassin's Creed II,0.00504773400636,1
528,Deus Ex: Human Revolution,0.00482826731044,1
529,Styx: Master of Shadows,0.00423570723143,1
530,Starbound,0.00419181389224,1
531,RollerCoaster Tycoon: Deluxe,0.00412597388346,1
532,Saints Row: The Third,0.00397234719631,1
533,BioShock Infinite,0.00381872050916,1
534,Garry's Mod,0.00357730714364,1
535,Insurgency: Modern Infantry Combat,0.00327005376934,1
536,Assassin's Creed IV Black Flag,0.00322616043015,1
537,BioShock,0.00302864040382,1
538,Portal,0.00285306704708,1
539,STAR WARS\u2122 Jedi Knight II: Jedi Outcast\u2122,0.00265554702074,1
540,The Walking Dead,0.00258970701196,1
541,Prison Architect,0.00252386700318,1
542,Tomb Raider,0.0024580269944,1
543,Remember Me,0.00243608032481,1
544,Prototype,0.00232634697685,1
545,Trine,0.00232634697685,1
546,Torchlight,0.00230440030725,1
547,To the Moon,0.00210688028092,1
548,Far Cry\u00ae 3,0.00204104027214,1
549,Mass Effect,0.00188741358499,1
550,System Shock 2,0.00171184022825,1
551,Half-Life 2: Episode One,0.00168989355865,1
552,Banished,0.00166794688906,1
553,Life is Strange\u2122,0.00166794688906,1
554,Sonic Adventure\u2122 2 ,0.00164600021947,1
555,STAR WARS\u2122: The Force Unleashed\u2122 Ultimate Sith Edition,0.0015582135411,1
556,Undertale,0.00151432020191,1
557,Borderlands 2,0.00136069351476,1
558,SimCity 4 Deluxe,0.00120706682761,1
559,Command and Conquer: Red Alert 3 - Uprising,0.00114122681883,1
560,Mirror's Edge,0.00111928014924,1
561,VVVVVV,0.00109733347964,1
562,Windward,0.00098760013168,1
563,The Stanley Parable,0.000921760122901,1
564,Quake Live,0.000899813453308,1
565,Hatoful Boyfriend,0.000877866783716,1
566,FarSky,0.000855920114123,1
567,Reflex Arena,0.000724240096565,1
568,Trine 2,0.000702293426972,1
569,LIMBO,0.000592560079008,1
570,Batman: Arkham Asylum GOTY Edition,0.000592560079008,1
571,Counter-Strike: Source,0.000592560079008,1
572,Q.U.B.E.,0.000548666739822,1
573,Alan Wake,0.000548666739822,1
574,Nexuiz,0.000548666739822,1
575,Evoland,0.000526720070229,1
576,Bastion,0.000526720070229,1
577,Tiny and Big: Grandpa's Leftovers,0.000526720070229,1
578,Day of Defeat: Source,0.000504773400636,1
579,Sonic CD,0.000482826731044,1
580,Guacamelee! Super Turbo Championship Edition,0.000460880061451,1
581,The Misadventures of P.B. Winterbottom,0.000395040052672,1
582,Trials 2: Second Edition,0.000329200043893,1
583,Castle In The Darkness,0.0003072533743,1
584,Half-Life: Source,0.000263360035115,1
585,Race The Sun,0.000263360035115,1
586,A Bird Story,0.000263360035115,1
587,Just Cause 2: Multiplayer Mod,0.000263360035115,1
588,Awesomenauts,0.000241413365522,1
589,The Binding of Isaac,0.000241413365522,1
590,Dishonored 2,0.000219466695929,1
591,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",0.000219466695929,1
592,Amnesia: The Dark Descent,0.000219466695929,1
593,SUPERHOT,0.000219466695929,1
594,Deus Ex: Game of the Year Edition,0.000219466695929,1
595,Heavy Bullets,0.000219466695929,1
596,Fable Anniversary,0.000197520026336,1
597,Sonic Mania,0.000197520026336,1
598,Thief Gold,0.00015362668715,1
599,Out There Somewhere,0.00015362668715,1
600,Five Nights at Freddy's,0.000109733347964,1
601,SpaceChem,8.77866783716e-05,1
602,Braid,8.77866783716e-05,1
603,Blocks That Matter,8.77866783716e-05,1
604,Drawful 2,8.77866783716e-05,1
605,Frozen Synapse,6.58400087787e-05,1
606,Half-Life 2: Lost Coast,6.58400087787e-05,1
607,Blackwake,6.58400087787e-05,1
608,World of Goo,4.38933391858e-05,1
609,RollerCoaster Tycoon 2: Triple Thrill Pack,4.38933391858e-05,1
610,Crayon Physics Deluxe,2.19466695929e-05,1
611,Team Fortress 2,0.167454895779,2
612,The Elder Scrolls V: Skyrim,0.155894202137,2
613,Fallout 4,0.126817306008,2
614,Fallout: New Vegas,0.0977404098791,2
615,H1Z1,0.089682956735,2
616,Left 4 Dead 2,0.0329304606761,2
617,Borderlands,0.0308285163776,2
618,No Man's Sky,0.0304781923279,2
619,The Binding of Isaac: Rebirth,0.0255736556315,2
620,Terraria,0.0245226834822,2
621,Tom Clancy's The Division,0.0171658784376,2
622,Just Survive,0.0168155543878,2
623,Half-Life,0.0126116657909,2
624,AdVenture Capitalist,0.0122613417411,2
625,Dying Light,0.0122613417411,2
626,Portal 2,0.0101593974426,2
627,Killing Floor 2,0.00980907339289,2
628,Garry's Mod,0.0091084252934,2
629,Killing Floor,0.00770712909441,2
630,LYNE,0.0067612541601,2
631,BioShock,0.00609563846558,2
632,Metro 2033,0.00567524960589,2
633,Evolve Stage 2,0.00546505517604,2
634,Alien: Isolation,0.00528989315116,2
